Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR
28/04/2024,15:45,Vitesse,For Sittard,3,2,H,1,1,D
03/05/2024,19:00,Almere City,Heerenveen,1,1,D,0,0,D
03/05/2024,19:00,For Sittard,Go Ahead Eagles,0,0,D,0,0,D
05/05/2024,11:15,Heracles,Waalwijk,0,5,A,0,2,A
05/05/2024,11:15,PSV Eindhoven,Sparta Rotterdam,4,2,H,2,2,D
05/05/2024,13:30,Utrecht,Vitesse,1,0,H,0,0,D
05/05/2024,13:30,Volendam,Ajax,1,4,A,0,1,A
05/05/2024,15:45,AZ Alkmaar,Twente,2,1,H,0,1,A
05/05/2024,19:00,Feyenoord,Zwolle,5,0,H,2,0,H
06/05/2024,19:00,Excelsior,Nijmegen,0,3,A,0,0,D
12/05/2024,13:30,Ajax,Almere City,3,0,H,3,0,H
12/05/2024,13:30,Excelsior,Heracles,4,0,H,1,0,H
12/05/2024,13:30,For Sittard,PSV Eindhoven,1,1,D,1,0,H
12/05/2024,13:30,Go Ahead Eagles,AZ Alkmaar,0,3,A,0,2,A
12/05/2024,13:30,Heerenveen,Vitesse,1,3,A,1,1,D
12/05/2024,13:30,Nijmegen,Feyenoord,2,3,A,0,1,A
12/05/2024,13:30,Twente,Volendam,7,2,H,5,2,H
12/05/2024,13:30,Utrecht,Sparta Rotterdam,0,1,A,0,0,D
12/05/2024,13:30,Waalwijk,Zwolle,1,1,D,0,0,D
19/05/2024,13:30,Almere City,Nijmegen,1,4,A,1,2,A
19/05/2024,13:30,AZ Alkmaar,Utrecht,3,3,D,3,0,H
19/05/2024,13:30,Feyenoord,Excelsior,4,0,H,0,0,D
19/05/2024,13:30,Heracles,For Sittard,0,0,D,0,0,D
19/05/2024,13:30,PSV Eindhoven,Waalwijk,3,1,H,1,1,D
19/05/2024,13:30,Sparta Rotterdam,Heerenveen,2,1,H,0,0,D
19/05/2024,13:30,Vitesse,Ajax,2,2,D,1,1,D
19/05/2024,13:30,Volendam,Go Ahead Eagles,1,2,A,1,1,D
19/05/2024,13:30,Zwolle,Twente,1,2,A,0,0,D
09/08/2024,19:00,Groningen,NAC Breda,4,1,H,3,0,H
10/08/2024,15:30,Feyenoord,Willem II,1,1,D,1,0,H
10/08/2024,17:45,Nijmegen,Twente,1,2,A,1,1,D
10/08/2024,19:00,Almere City,AZ Alkmaar,0,1,A,0,1,A
10/08/2024,20:00,PSV Eindhoven,Waalwijk,5,1,H,3,0,H
11/08/2024,11:15,Sparta Rotterdam,Heracles,0,0,D,0,0,D
11/08/2024,13:30,Go Ahead Eagles,For Sittard,0,2,A,0,0,D
11/08/2024,13:30,Utrecht,Zwolle,1,0,H,1,0,H
11/08/2024,15:45,Ajax,Heerenveen,1,0,H,1,0,H
16/08/2024,19:00,For Sittard,Almere City,3,0,H,1,0,H
17/08/2024,15:30,Heerenveen,Utrecht,1,1,D,0,1,A
17/08/2024,17:45,Twente,Sparta Rotterdam,1,1,D,0,0,D
17/08/2024,19:00,AZ Alkmaar,Nijmegen,1,0,H,1,0,H
17/08/2024,20:00,Waalwijk,Groningen,1,2,A,0,1,A
18/08/2024,11:15,Heracles,PSV Eindhoven,1,3,A,1,0,H
18/08/2024,13:30,Willem II,Go Ahead Eagles,2,0,H,2,0,H
18/08/2024,13:30,Zwolle,Feyenoord,1,5,A,0,1,A
18/08/2024,15:45,NAC Breda,Ajax,2,1,H,0,0,D
24/08/2024,17:45,Nijmegen,Zwolle,1,0,H,0,0,D
24/08/2024,19:00,Almere City,PSV Eindhoven,1,7,A,0,2,A
24/08/2024,20:00,NAC Breda,Utrecht,1,2,A,1,0,H
25/08/2024,11:15,Groningen,AZ Alkmaar,0,0,D,0,0,D
25/08/2024,13:30,Heracles,Willem II,1,1,D,1,1,D
25/08/2024,13:30,Sparta Rotterdam,Feyenoord,1,1,D,1,0,H
25/08/2024,15:45,Go Ahead Eagles,Waalwijk,2,0,H,1,0,H
30/08/2024,19:00,Waalwijk,AZ Alkmaar,0,3,A,0,2,A
31/08/2024,15:30,Almere City,Groningen,1,1,D,1,0,H
31/08/2024,17:45,For Sittard,Nijmegen,0,3,A,0,2,A
31/08/2024,19:00,Heerenveen,NAC Breda,4,0,H,0,0,D
31/08/2024,20:00,Willem II,Sparta Rotterdam,1,2,A,0,0,D
01/09/2024,11:15,Utrecht,Twente,2,1,H,1,1,D
01/09/2024,13:30,Zwolle,Heracles,3,0,H,1,0,H
01/09/2024,15:45,PSV Eindhoven,Go Ahead Eagles,3,0,H,2,0,H
14/09/2024,15:30,PSV Eindhoven,Nijmegen,2,0,H,2,0,H
14/09/2024,15:30,Twente,Zwolle,1,1,D,0,1,A
14/09/2024,17:45,Groningen,Feyenoord,2,2,D,0,1,A
14/09/2024,19:00,NAC Breda,For Sittard,1,0,H,0,0,D
14/09/2024,20:00,AZ Alkmaar,Heerenveen,9,1,H,2,1,H
15/09/2024,11:15,Sparta Rotterdam,Go Ahead Eagles,1,2,A,0,1,A
15/09/2024,13:30,Willem II,Waalwijk,3,0,H,2,0,H
15/09/2024,15:45,Heracles,Almere City,0,0,D,0,0,D
17/09/2024,19:00,Twente,Heerenveen,2,0,H,2,0,H
18/09/2024,19:00,Ajax,For Sittard,5,0,H,2,0,H
20/09/2024,19:00,Zwolle,AZ Alkmaar,1,2,A,0,1,A
21/09/2024,15:30,Utrecht,Willem II,3,2,H,2,2,D
21/09/2024,17:45,Waalwijk,Sparta Rotterdam,1,2,A,0,1,A
21/09/2024,19:00,Go Ahead Eagles,Ajax,1,1,D,0,0,D
21/09/2024,20:00,Nijmegen,Heracles,1,2,A,1,2,A
22/09/2024,11:15,Heerenveen,Groningen,2,1,H,1,1,D
22/09/2024,13:30,Almere City,Twente,0,5,A,0,2,A
22/09/2024,13:30,Feyenoord,NAC Breda,2,0,H,1,0,H
22/09/2024,15:45,For Sittard,PSV Eindhoven,1,3,A,1,1,D
27/09/2024,19:00,Heracles,Heerenveen,2,1,H,1,0,H
28/09/2024,15:30,Willem II,PSV Eindhoven,0,2,A,0,0,D
28/09/2024,17:45,Nijmegen,Feyenoord,1,1,D,1,0,H
28/09/2024,20:00,Sparta Rotterdam,For Sittard,1,1,D,1,1,D
29/09/2024,11:15,Zwolle,Almere City,1,0,H,0,0,D
29/09/2024,13:30,Groningen,Go Ahead Eagles,0,1,A,0,0,D
29/09/2024,13:30,Twente,NAC Breda,1,0,H,0,0,D
29/09/2024,15:45,Waalwijk,Ajax,0,2,A,0,0,D
29/09/2024,19:00,AZ Alkmaar,Utrecht,1,2,A,1,1,D
04/10/2024,19:00,Almere City,Willem II,0,1,A,0,0,D
05/10/2024,17:45,NAC Breda,Nijmegen,1,0,H,0,0,D
05/10/2024,19:00,PSV Eindhoven,Sparta Rotterdam,2,1,H,2,1,H
05/10/2024,20:00,Utrecht,Waalwijk,3,2,H,1,1,D
06/10/2024,11:15,Go Ahead Eagles,Heracles,4,1,H,0,1,A
06/10/2024,13:30,Feyenoord,Twente,2,1,H,2,0,H
06/10/2024,13:30,Heerenveen,Zwolle,1,1,D,1,1,D
06/10/2024,15:45,Ajax,Groningen,3,1,H,1,0,H
06/10/2024,19:00,For Sittard,AZ Alkmaar,1,0,H,0,0,D
19/10/2024,15:30,Sparta Rotterdam,Almere City,2,2,D,0,2,A
19/10/2024,17:45,AZ Alkmaar,PSV Eindhoven,1,2,A,0,2,A
19/10/2024,19:00,Nijmegen,Heerenveen,3,0,H,1,0,H
19/10/2024,19:00,Waalwijk,Twente,2,2,D,1,1,D
19/10/2024,20:00,Go Ahead Eagles,Feyenoord,1,5,A,0,3,A
20/10/2024,11:15,Willem II,For Sittard,0,0,D,0,0,D
20/10/2024,13:30,Groningen,Utrecht,0,1,A,0,1,A
20/10/2024,13:30,Heracles,Ajax,3,4,A,2,2,D
20/10/2024,15:45,Zwolle,NAC Breda,1,2,A,0,0,D
25/10/2024,19:00,Almere City,Nijmegen,1,0,H,0,0,D
26/10/2024,15:30,For Sittard,Groningen,1,0,H,0,0,D
26/10/2024,17:45,PSV Eindhoven,Zwolle,6,0,H,2,0,H
26/10/2024,19:00,NAC Breda,Waalwijk,4,1,H,2,1,H
26/10/2024,20:00,Heerenveen,Sparta Rotterdam,2,0,H,1,0,H
27/10/2024,11:15,Utrecht,Feyenoord,0,2,A,0,1,A
27/10/2024,13:30,Twente,Heracles,5,0,H,2,0,H
27/10/2024,15:45,Ajax,Willem II,1,0,H,1,0,H
27/10/2024,19:00,AZ Alkmaar,Go Ahead Eagles,2,2,D,1,0,H
30/10/2024,17:00,Feyenoord,Ajax,0,2,A,0,2,A
02/11/2024,15:30,Willem II,Twente,0,1,A,0,0,D
02/11/2024,17:45,Ajax,PSV Eindhoven,3,2,H,1,1,D
02/11/2024,17:45,Heracles,NAC Breda,2,0,H,1,0,H
02/11/2024,20:00,Feyenoord,AZ Alkmaar,3,2,H,0,1,A
02/11/2024,20:00,For Sittard,Heerenveen,3,0,H,1,0,H
03/11/2024,11:15,Go Ahead Eagles,Zwolle,2,2,D,0,2,A
03/11/2024,13:30,Nijmegen,Groningen,6,0,H,3,0,H
03/11/2024,13:30,Sparta Rotterdam,Utrecht,1,4,A,0,1,A
03/11/2024,15:45,Waalwijk,Almere City,2,0,H,1,0,H
08/11/2024,19:00,Utrecht,Heracles,1,0,H,0,0,D
09/11/2024,15:30,Groningen,Sparta Rotterdam,1,0,H,1,0,H
09/11/2024,17:45,Zwolle,For Sittard,3,1,H,0,1,A
09/11/2024,19:00,NAC Breda,PSV Eindhoven,0,3,A,0,2,A
09/11/2024,20:00,Waalwijk,Nijmegen,0,3,A,0,0,D
10/11/2024,11:15,Almere City,Feyenoord,1,4,A,1,2,A
10/11/2024,13:30,Heerenveen,Go Ahead Eagles,1,0,H,1,0,H
10/11/2024,13:30,Twente,Ajax,2,2,D,1,0,H
10/11/2024,15:45,AZ Alkmaar,Willem II,1,2,A,0,2,A
23/11/2024,15:30,Go Ahead Eagles,Almere City,3,0,H,2,0,H
23/11/2024,17:45,Feyenoord,Heerenveen,3,0,H,2,0,H
23/11/2024,17:45,Heracles,Waalwijk,2,2,D,1,0,H
23/11/2024,20:00,For Sittard,Twente,1,2,A,0,1,A
23/11/2024,20:00,PSV Eindhoven,Groningen,5,0,H,2,0,H
24/11/2024,11:15,Nijmegen,Utrecht,1,2,A,0,1,A
24/11/2024,13:30,Sparta Rotterdam,AZ Alkmaar,1,2,A,1,1,D
24/11/2024,13:30,Willem II,NAC Breda,2,2,D,0,1,A
24/11/2024,15:45,Ajax,Zwolle,2,0,H,1,0,H
29/11/2024,19:00,Heerenveen,Waalwijk,1,1,D,1,0,H
30/11/2024,15:30,NAC Breda,Almere City,1,0,H,1,0,H
30/11/2024,17:45,Groningen,Willem II,2,0,H,1,0,H
30/11/2024,19:00,Feyenoord,For Sittard,1,1,D,0,1,A
30/11/2024,20:00,Zwolle,Sparta Rotterdam,1,0,H,0,0,D
01/12/2024,11:15,Utrecht,PSV Eindhoven,2,5,A,1,1,D
01/12/2024,13:30,AZ Alkmaar,Heracles,1,0,H,0,0,D
01/12/2024,13:30,Twente,Go Ahead Eagles,3,2,H,1,2,A
01/12/2024,15:45,Nijmegen,Ajax,1,2,A,1,1,D
04/12/2024,19:00,Ajax,Utrecht,2,2,D,2,1,H
06/12/2024,19:00,PSV Eindhoven,Twente,6,1,H,3,1,H
07/12/2024,15:30,Go Ahead Eagles,Nijmegen,5,0,H,4,0,H
07/12/2024,17:45,Sparta Rotterdam,NAC Breda,0,2,A,0,1,A
07/12/2024,19:00,Waalwijk,Feyenoord,2,3,A,1,1,D
07/12/2024,20:00,Heracles,For Sittard,2,2,D,1,2,A
08/12/2024,11:15,Groningen,Zwolle,0,0,D,0,0,D
08/12/2024,13:30,AZ Alkmaar,Ajax,2,1,H,0,0,D
08/12/2024,13:30,Willem II,Heerenveen,1,2,A,0,0,D
08/12/2024,15:45,Almere City,Utrecht,1,3,A,0,2,A
13/12/2024,19:00,Zwolle,Willem II,0,1,A,0,1,A
14/12/2024,17:45,Heerenveen,PSV Eindhoven,1,0,H,0,0,D
14/12/2024,19:00,For Sittard,Waalwijk,3,2,H,3,1,H
14/12/2024,20:00,Feyenoord,Heracles,5,2,H,3,1,H
15/12/2024,11:15,Utrecht,Go Ahead Eagles,3,3,D,1,1,D
15/12/2024,13:30,Nijmegen,Sparta Rotterdam,1,1,D,0,0,D
15/12/2024,13:30,Twente,Groningen,2,0,H,1,0,H
15/12/2024,15:45,Ajax,Almere City,3,0,H,2,0,H
15/12/2024,19:00,NAC Breda,AZ Alkmaar,1,2,A,1,0,H
20/12/2024,19:00,Waalwijk,Zwolle,1,1,D,1,1,D
21/12/2024,15:30,Go Ahead Eagles,NAC Breda,2,1,H,0,1,A
21/12/2024,17:45,Almere City,Heerenveen,3,0,H,0,0,D
21/12/2024,19:00,AZ Alkmaar,Twente,1,0,H,0,0,D
22/12/2024,11:15,Sparta Rotterdam,Ajax,0,2,A,0,0,D
22/12/2024,13:30,PSV Eindhoven,Feyenoord,3,0,H,2,0,H
22/12/2024,13:30,Utrecht,For Sittard,2,5,A,1,0,H
22/12/2024,15:45,Willem II,Nijmegen,4,1,H,2,1,H
10/01/2025,19:00,For Sittard,Go Ahead Eagles,0,3,A,0,1,A
11/01/2025,15:30,Heracles,Sparta Rotterdam,1,1,D,0,0,D
11/01/2025,17:45,Ajax,Waalwijk,2,1,H,2,0,H
11/01/2025,19:00,Zwolle,Nijmegen,0,1,A,0,1,A
11/01/2025,20:00,PSV Eindhoven,AZ Alkmaar,2,2,D,0,1,A
12/01/2025,11:15,Twente,Willem II,6,2,H,2,2,D
12/01/2025,13:30,Feyenoord,Utrecht,1,2,A,0,0,D
12/01/2025,13:30,Groningen,Almere City,0,0,D,0,0,D
12/01/2025,15:45,NAC Breda,Heerenveen,2,4,A,1,3,A
18/01/2025,15:30,Zwolle,PSV Eindhoven,3,1,H,2,1,H
18/01/2025,17:45,Utrecht,AZ Alkmaar,0,0,D,0,0,D
18/01/2025,19:00,Willem II,Feyenoord,1,1,D,0,1,A
18/01/2025,20:00,Go Ahead Eagles,Groningen,2,1,H,1,1,D
19/01/2025,11:15,NAC Breda,Twente,2,1,H,2,0,H
19/01/2025,13:30,Almere City,Heracles,0,2,A,0,1,A
19/01/2025,13:30,Heerenveen,Ajax,0,2,A,0,1,A
19/01/2025,15:45,Nijmegen,For Sittard,4,1,H,1,1,D
19/01/2025,19:00,Sparta Rotterdam,Waalwijk,1,1,D,1,1,D
24/01/2025,19:00,Heracles,Utrecht,1,1,D,0,0,D
25/01/2025,17:45,PSV Eindhoven,NAC Breda,3,2,H,2,1,H
25/01/2025,20:00,Groningen,Heerenveen,1,0,H,0,0,D
26/01/2025,11:15,For Sittard,Zwolle,1,4,A,0,2,A
26/01/2025,13:30,Waalwijk,Willem II,2,0,H,1,0,H
26/01/2025,15:45,AZ Alkmaar,Sparta Rotterdam,1,2,A,0,0,D
28/01/2025,20:00,Heracles,Groningen,1,1,D,1,0,H
31/01/2025,19:00,NAC Breda,Heracles,1,1,D,1,0,H
01/02/2025,17:45,Zwolle,Utrecht,3,3,D,2,0,H
01/02/2025,19:00,Heerenveen,For Sittard,2,2,D,1,1,D
01/02/2025,20:00,Nijmegen,PSV Eindhoven,3,3,D,0,0,D
02/02/2025,11:15,Almere City,Waalwijk,1,4,A,1,0,H
02/02/2025,13:30,Ajax,Feyenoord,2,1,H,1,0,H
02/02/2025,13:30,Go Ahead Eagles,Twente,2,2,D,1,0,H
02/02/2025,15:45,Sparta Rotterdam,Groningen,1,0,H,0,0,D
02/02/2025,19:00,Willem II,AZ Alkmaar,0,2,A,0,2,A
08/02/2025,15:30,Heracles,Go Ahead Eagles,4,2,H,1,1,D
08/02/2025,17:45,PSV Eindhoven,Willem II,1,1,D,0,0,D
08/02/2025,19:00,Groningen,Nijmegen,2,1,H,2,0,H
08/02/2025,20:00,Feyenoord,Sparta Rotterdam,3,0,H,1,0,H
09/02/2025,11:15,Utrecht,Almere City,0,1,A,0,1,A
09/02/2025,13:30,For Sittard,Ajax,0,2,A,0,0,D
09/02/2025,13:30,Waalwijk,NAC Breda,5,0,H,3,0,H
09/02/2025,15:45,AZ Alkmaar,Zwolle,2,0,H,1,0,H
09/02/2025,15:45,Heerenveen,Twente,3,3,D,1,2,A
14/02/2025,19:00,Go Ahead Eagles,Sparta Rotterdam,1,0,H,1,0,H
15/02/2025,15:30,PSV Eindhoven,Utrecht,2,2,D,1,1,D
15/02/2025,17:45,NAC Breda,Feyenoord,0,0,D,0,0,D
15/02/2025,20:00,Willem II,Groningen,1,3,A,0,3,A
16/02/2025,11:15,Nijmegen,Almere City,2,2,D,1,1,D
16/02/2025,13:30,Twente,Waalwijk,2,0,H,1,0,H
16/02/2025,13:30,Zwolle,Heerenveen,1,1,D,1,0,H
16/02/2025,15:45,Ajax,Heracles,4,0,H,2,0,H
22/02/2025,19:00,Feyenoord,Almere City,2,1,H,1,1,D
23/02/2025,13:30,Ajax,Go Ahead Eagles,2,0,H,0,0,D
23/02/2025,13:30,Twente,Nijmegen,2,0,H,1,0,H
23/02/2025,15:45,AZ Alkmaar,For Sittard,1,0,H,0,0,D
28/02/2025,19:00,Waalwijk,For Sittard,1,2,A,0,1,A
01/03/2025,15:30,Utrecht,NAC Breda,1,0,H,0,0,D
01/03/2025,17:45,Go Ahead Eagles,PSV Eindhoven,3,2,H,1,2,A
01/03/2025,19:00,Groningen,Twente,1,1,D,1,1,D
01/03/2025,20:00,Feyenoord,Nijmegen,0,0,D,0,0,D
02/03/2025,11:15,Heerenveen,AZ Alkmaar,3,1,H,1,0,H
02/03/2025,13:30,Almere City,Ajax,0,1,A,0,1,A
02/03/2025,13:30,Heracles,Zwolle,4,2,H,2,2,D
02/03/2025,15:45,Sparta Rotterdam,Willem II,4,0,H,1,0,H
07/03/2025,19:00,NAC Breda,Sparta Rotterdam,1,1,D,0,1,A
08/03/2025,15:30,For Sittard,Heracles,1,0,H,0,0,D
08/03/2025,19:00,PSV Eindhoven,Heerenveen,2,1,H,1,0,H
09/03/2025,11:15,Willem II,Utrecht,2,3,A,1,0,H
09/03/2025,13:30,Nijmegen,Go Ahead Eagles,2,3,A,0,1,A
09/03/2025,13:30,Zwolle,Ajax,0,1,A,0,0,D
09/03/2025,15:45,Twente,Almere City,1,0,H,1,0,H
14/03/2025,19:00,Almere City,NAC Breda,1,1,D,1,1,D
15/03/2025,15:30,Utrecht,Nijmegen,0,1,A,0,0,D
15/03/2025,17:45,Sparta Rotterdam,Zwolle,1,1,D,0,0,D
15/03/2025,19:00,Waalwijk,PSV Eindhoven,0,3,A,0,2,A
15/03/2025,20:00,Heerenveen,Heracles,1,1,D,1,1,D
16/03/2025,11:15,Go Ahead Eagles,Willem II,1,0,H,0,0,D
16/03/2025,13:30,Groningen,For Sittard,1,0,H,0,0,D
16/03/2025,13:30,Twente,Feyenoord,2,6,A,1,3,A
16/03/2025,15:45,Ajax,AZ Alkmaar,2,2,D,0,0,D
29/03/2025,15:30,NAC Breda,Groningen,1,1,D,0,0,D
29/03/2025,17:45,For Sittard,Sparta Rotterdam,0,3,A,0,2,A
29/03/2025,17:45,Willem II,Almere City,0,2,A,0,1,A
29/03/2025,20:00,Nijmegen,AZ Alkmaar,3,3,D,1,2,A
29/03/2025,20:00,Zwolle,Waalwijk,2,0,H,0,0,D
30/03/2025,11:15,Utrecht,Heerenveen,2,0,H,1,0,H
30/03/2025,13:30,Heracles,Twente,2,1,H,1,0,H
30/03/2025,13:30,PSV Eindhoven,Ajax,0,2,A,0,1,A
30/03/2025,15:45,Feyenoord,Go Ahead Eagles,3,2,H,1,1,D
01/04/2025,19:00,AZ Alkmaar,Waalwijk,2,2,D,1,0,H
02/04/2025,19:00,Feyenoord,Groningen,4,1,H,2,1,H
04/04/2025,19:00,Heerenveen,Willem II,3,1,H,2,0,H
05/04/2025,15:30,AZ Alkmaar,Feyenoord,0,1,A,0,1,A
05/04/2025,17:45,Twente,For Sittard,1,1,D,1,0,H
05/04/2025,19:00,Groningen,PSV Eindhoven,1,3,A,1,2,A
05/04/2025,20:00,Almere City,Zwolle,2,2,D,0,2,A
06/04/2025,11:15,Waalwijk,Heracles,0,0,D,0,0,D
06/04/2025,13:30,Go Ahead Eagles,Utrecht,2,2,D,2,2,D
06/04/2025,13:30,Sparta Rotterdam,Nijmegen,2,0,H,1,0,H
06/04/2025,15:45,Ajax,NAC Breda,3,1,H,2,1,H
11/04/2025,19:00,Nijmegen,Waalwijk,2,1,H,0,0,D
12/04/2025,15:30,For Sittard,Feyenoord,0,2,A,0,0,D
12/04/2025,17:45,Sparta Rotterdam,Heerenveen,3,1,H,1,0,H
12/04/2025,19:00,PSV Eindhoven,Almere City,5,0,H,4,0,H
12/04/2025,20:00,NAC Breda,Go Ahead Eagles,1,1,D,0,1,A
13/04/2025,11:15,Utrecht,Groningen,3,1,H,3,1,H
13/04/2025,13:30,Heracles,AZ Alkmaar,1,0,H,0,0,D
13/04/2025,13:30,Zwolle,Twente,1,1,D,0,0,D
13/04/2025,15:45,Willem II,Ajax,1,2,A,1,0,H
19/04/2025,19:00,Heerenveen,Almere City,2,1,H,2,1,H
20/04/2025,11:15,Utrecht,Ajax,4,0,H,1,0,H
23/04/2025,19:00,Groningen,Heracles,4,1,H,2,1,H
24/04/2025,17:45,AZ Alkmaar,NAC Breda,1,1,D,0,0,D
24/04/2025,20:00,Twente,PSV Eindhoven,1,3,A,1,1,D
25/04/2025,17:45,Waalwijk,Utrecht,0,4,A,0,3,A
25/04/2025,20:00,Feyenoord,Zwolle,4,0,H,3,0,H
27/04/2025,11:15,For Sittard,Willem II,1,0,H,0,0,D
27/04/2025,13:30,Ajax,Sparta Rotterdam,1,1,D,0,0,D
27/04/2025,13:30,Heerenveen,Nijmegen,1,0,H,0,0,D
27/04/2025,15:45,Almere City,Go Ahead Eagles,0,0,D,0,0,D
03/05/2025,15:30,Nijmegen,Willem II,1,1,D,0,1,A
03/05/2025,17:45,Heracles,Feyenoord,1,4,A,0,3,A
03/05/2025,19:00,Groningen,Waalwijk,6,1,H,2,0,H
03/05/2025,20:00,PSV Eindhoven,For Sittard,4,1,H,2,0,H
04/05/2025,11:15,NAC Breda,Zwolle,1,3,A,0,0,D
04/05/2025,13:30,Go Ahead Eagles,AZ Alkmaar,0,3,A,0,2,A
04/05/2025,13:30,Sparta Rotterdam,Twente,0,2,A,0,2,A
09/05/2025,19:00,Willem II,Heracles,1,2,A,0,1,A
10/05/2025,15:30,Waalwijk,Heerenveen,3,1,H,1,1,D
10/05/2025,17:45,For Sittard,NAC Breda,1,0,H,1,0,H
10/05/2025,20:00,Almere City,Sparta Rotterdam,0,3,A,0,0,D
11/05/2025,11:15,Zwolle,Go Ahead Eagles,1,1,D,0,0,D
11/05/2025,13:30,Feyenoord,PSV Eindhoven,2,3,A,2,0,H
11/05/2025,13:30,Twente,Utrecht,2,0,H,1,0,H
11/05/2025,15:45,Ajax,Nijmegen,0,3,A,0,0,D
11/05/2025,15:45,AZ Alkmaar,Groningen,3,0,H,2,0,H
14/05/2025,19:00,Almere City,For Sittard,1,1,D,1,0,H
14/05/2025,19:00,Feyenoord,Waalwijk,2,0,H,1,0,H
14/05/2025,19:00,Go Ahead Eagles,Heerenveen,1,0,H,0,0,D
14/05/2025,19:00,Groningen,Ajax,2,2,D,0,1,A
14/05/2025,19:00,Nijmegen,NAC Breda,3,0,H,1,0,H
14/05/2025,19:00,PSV Eindhoven,Heracles,4,1,H,4,0,H
14/05/2025,19:00,Twente,AZ Alkmaar,2,3,A,2,2,D
14/05/2025,19:00,Utrecht,Sparta Rotterdam,1,1,D,1,1,D
14/05/2025,19:00,Willem II,Zwolle,1,2,A,0,1,A
18/05/2025,13:30,Ajax,Twente,2,0,H,1,0,H
18/05/2025,13:30,AZ Alkmaar,Almere City,1,1,D,0,1,A
18/05/2025,13:30,For Sittard,Utrecht,0,0,D,0,0,D
18/05/2025,13:30,Heerenveen,Feyenoord,2,0,H,2,0,H
18/05/2025,13:30,Heracles,Nijmegen,1,2,A,0,0,D
18/05/2025,13:30,NAC Breda,Willem II,1,1,D,1,1,D
18/05/2025,13:30,Sparta Rotterdam,PSV Eindhoven,1,3,A,0,1,A
18/05/2025,13:30,Waalwijk,Go Ahead Eagles,5,3,H,1,1,D
18/05/2025,13:30,Zwolle,Groningen,2,0,H,1,0,H
08/08/2025,19:00,For Sittard,Go Ahead Eagles,2,2,D,1,1,D
09/08/2025,15:30,Nijmegen,Excelsior,5,0,H,1,0,H
09/08/2025,17:45,Feyenoord,NAC Breda,2,0,H,1,0,H
09/08/2025,19:00,Heerenveen,Volendam,1,1,D,1,0,H
09/08/2025,20:00,PSV Eindhoven,Sparta Rotterdam,6,1,H,3,0,H
10/08/2025,11:15,Zwolle,Twente,1,0,H,1,0,H
10/08/2025,13:30,Ajax,Telstar,2,0,H,1,0,H
10/08/2025,13:30,AZ Alkmaar,Groningen,4,1,H,3,1,H
10/08/2025,15:45,Utrecht,Heracles,4,0,H,1,0,H
15/08/2025,19:00,Telstar,Zwolle,0,2,A,0,1,A
16/08/2025,17:45,Excelsior,Feyenoord,1,2,A,1,2,A
16/08/2025,19:00,Heracles,Nijmegen,1,4,A,1,1,D
16/08/2025,20:00,Groningen,Heerenveen,2,1,H,1,1,D
17/08/2025,11:15,Go Ahead Eagles,Ajax,2,2,D,2,2,D
17/08/2025,13:30,Sparta Rotterdam,Utrecht,2,1,H,1,0,H
17/08/2025,13:30,Twente,PSV Eindhoven,0,2,A,0,1,A
17/08/2025,15:45,Volendam,AZ Alkmaar,2,2,D,1,1,D
17/08/2025,19:00,NAC Breda,For Sittard,2,1,H,1,0,H
23/08/2025,15:30,Go Ahead Eagles,Sparta Rotterdam,0,3,A,0,1,A
23/08/2025,17:45,PSV Eindhoven,Groningen,4,2,H,1,1,D
23/08/2025,20:00,Telstar,Volendam,2,2,D,2,0,H
24/08/2025,11:15,Heerenveen,Twente,1,2,A,0,1,A
24/08/2025,13:30,Nijmegen,NAC Breda,3,0,H,1,0,H
24/08/2025,13:30,Utrecht,Excelsior,4,1,H,2,0,H
24/08/2025,15:45,Ajax,Heracles,2,0,H,1,0,H
